,roll,pitch,yaw,vX,vY,vZ,roll moment,pitch moment,yaw moment,con ailrn,con elev,con ruddr,lat,lon,alt,mag_comp,craft airspeed,con throttle
1098,5.118,2.505,51.427,9.297,-0.211,-9.955,-0.319,-0.136,0.163,-0.586,0.147,0.500,28.631,-81.803,50.876,42.688,26.481,0.502
1099,4.676,2.351,51.593,9.337,-0.244,-9.955,-0.462,-0.134,0.176,-0.693,0.147,0.500,28.631,-81.803,50.840,42.513,26.536,0.502
1100,4.124,2.197,51.781,9.378,-0.279,-9.956,-0.541,-0.129,0.192,-0.731,0.147,0.500,28.631,-81.803,50.780,42.343,26.593,0.502
1101,3.574,2.062,51.970,9.416,-0.314,-9.957,-0.576,-0.124,0.206,-0.743,0.147,0.500,28.631,-81.803,50.725,42.197,26.646,0.502
1102,2.940,1.922,52.199,9.458,-0.355,-9.959,-0.591,-0.112,0.220,-0.743,0.154,0.500,28.631,-81.803,50.680,42.047,26.706,0.502
1103,2.336,1.806,52.430,9.497,-0.395,-9.962,-0.590,-0.098,0.231,-0.735,0.159,0.500,28.631,-81.803,50.658,41.918,26.764,0.502
1104,1.718,1.720,52.679,9.536,-0.439,-9.965,-0.588,-0.063,0.239,-0.735,0.194,0.500,28.631,-81.803,50.650,41.797,26.824,0.502
1105,1.152,1.670,52.915,9.573,-0.477,-9.968,-0.584,-0.038,0.243,-0.735,0.194,0.500,28.631,-81.803,50.640,41.698,26.880,0.502
1106,0.558,1.643,53.167,9.611,-0.515,-9.971,-0.581,-0.017,0.245,-0.735,0.194,0.500,28.631,-81.803,50.613,41.602,26.939,0.502
1107,-0.097,1.636,53.447,9.653,-0.554,-9.976,-0.576,-0.001,0.243,-0.735,0.194,0.500,28.631,-81.803,50.551,41.509,27.004,0.502
1108,-0.651,1.643,53.683,9.688,-0.585,-9.979,-0.572,0.008,0.239,-0.735,0.194,0.500,28.631,-81.803,50.474,41.440,27.060,0.502
1109,-1.186,1.658,53.906,9.722,-0.613,-9.983,-0.568,0.014,0.233,-0.735,0.194,0.500,28.631,-81.803,50.389,41.383,27.114,0.502
1110,-1.718,1.683,54.121,9.756,-0.640,-9.988,-0.565,0.022,0.224,-0.735,0.202,0.500,28.631,-81.803,50.305,41.336,27.168,0.502
1111,-2.237,1.719,54.326,9.789,-0.665,-9.993,-0.550,0.034,0.214,-0.712,0.212,0.500,28.631,-81.803,50.232,41.298,27.222,0.502
1112,-2.731,1.772,54.518,9.822,-0.688,-9.998,-0.519,0.050,0.201,-0.669,0.227,0.500,28.631,-81.803,50.175,41.269,27.276,0.502
1113,-3.215,1.854,54.709,9.857,-0.711,-10.004,-0.463,0.076,0.184,-0.599,0.248,0.500,28.631,-81.803,50.128,41.247,27.335,0.502
1114,-3.610,2.059,54.859,9.889,-0.740,-10.009,-0.409,0.245,0.165,-0.548,0.525,0.500,28.631,-81.803,50.091,41.238,27.389,0.502
1115,-3.831,2.416,54.984,9.921,-0.756,-10.016,-0.187,0.389,0.144,-0.215,0.556,0.500,28.631,-81.803,50.049,41.236,27.444,0.502
1116,-3.904,2.913,55.075,9.953,-0.755,-10.024,-0.049,0.514,0.115,-0.156,0.594,0.500,28.631,-81.803,49.993,41.249,27.498,0.502
1117,-3.937,3.473,55.124,9.981,-0.735,-10.032,-0.034,0.603,0.085,-0.227,0.615,0.500,28.631,-81.803,49.927,41.277,27.546,0.502
1118,-3.934,4.115,55.141,10.009,-0.695,-10.041,0.012,0.667,0.054,-0.170,0.627,0.500,28.631,-81.803,49.854,41.321,27.592,0.502
1119,-3.897,4.780,55.126,10.034,-0.637,-10.049,0.047,0.707,0.025,-0.147,0.641,0.500,28.631,-81.803,49.788,41.382,27.633,0.502
1120,-3.842,5.488,55.081,10.058,-0.560,-10.058,0.064,0.729,-0.004,-0.147,0.649,0.500,28.631,-81.803,49.736,41.466,27.671,0.502
1121,-3.775,6.183,55.011,10.079,-0.470,-10.066,0.080,0.733,-0.030,-0.133,0.649,0.500,28.631,-81.803,49.709,41.571,27.703,0.502
1122,-3.665,6.891,54.916,10.097,-0.364,-10.073,0.133,0.725,-0.056,-0.061,0.649,0.500,28.631,-81.803,49.706,41.704,27.733,0.502
1123,-3.512,7.625,54.790,10.114,-0.240,-10.079,0.170,0.712,-0.082,-0.040,0.661,0.500,28.631,-81.803,49.725,41.873,27.759,0.502
1124,-3.346,8.292,54.654,10.126,-0.118,-10.084,0.200,0.706,-0.105,-0.010,0.685,0.500,28.631,-81.803,49.748,42.055,27.779,0.502
1125,-3.165,8.955,54.500,10.136,0.012,-10.087,0.218,0.704,-0.126,0.002,0.704,0.500,28.631,-81.803,49.768,42.262,27.796,0.502
1126,-2.981,9.611,54.328,10.142,0.148,-10.088,0.223,0.696,-0.144,0.002,0.704,0.500,28.631,-81.803,49.782,42.493,27.808,0.502
1127,-2.802,10.260,54.144,10.146,0.290,-10.087,0.221,0.689,-0.159,0.002,0.715,0.500,28.631,-81.803,49.792,42.748,27.817,0.502
1128,-2.625,10.925,53.943,10.147,0.439,-10.085,0.216,0.688,-0.171,0.002,0.731,0.500,28.631,-81.803,49.805,43.034,27.822,0.502
1129,-2.458,11.587,53.735,10.145,0.593,-10.080,0.210,0.683,-0.179,0.002,0.731,0.500,28.631,-81.803,49.835,43.343,27.824,0.502
1130,-2.304,12.228,53.530,10.140,0.744,-10.074,0.204,0.682,-0.183,0.002,0.743,0.500,28.631,-81.803,49.887,43.667,27.822,0.502
1131,-2.155,12.887,53.318,10.132,0.903,-10.065,0.197,0.680,-0.184,0.002,0.743,0.500,28.631,-81.803,49.966,44.022,27.816,0.502
1132,-2.018,13.523,53.115,10.121,1.058,-10.055,0.191,0.676,-0.182,0.002,0.743,0.500,28.631,-81.803,50.062,44.389,27.808,0.502
1133,-1.888,14.156,52.918,10.107,1.215,-10.042,0.184,0.671,-0.176,0.002,0.743,0.500,28.631,-81.803,50.165,44.776,27.796,0.502
1134,-1.756,14.823,52.721,10.089,1.381,-10.027,0.178,0.666,-0.165,0.002,0.743,0.500,28.631,-81.803,50.268,45.207,27.780,0.502
1135,-1.638,15.431,52.553,10.070,1.534,-10.010,0.173,0.662,-0.152,0.002,0.743,0.500,28.631,-81.803,50.351,45.622,27.762,0.502
1136,-1.518,16.054,52.397,10.048,1.690,-9.992,0.170,0.659,-0.134,0.002,0.743,0.500,28.631,-81.803,50.424,46.069,27.740,0.502
1137,-1.396,16.676,52.264,10.022,1.847,-9.972,0.167,0.656,-0.112,0.002,0.743,0.500,28.631,-81.803,50.496,46.534,27.716,0.502
1138,-1.270,17.296,52.156,9.995,2.002,-9.949,0.165,0.654,-0.086,0.002,0.743,0.500,28.631,-81.803,50.577,47.016,27.688,0.502
1139,-1.133,17.933,52.074,9.963,2.161,-9.924,0.164,0.652,-0.059,0.002,0.743,0.500,28.631,-81.803,50.678,47.528,27.656,0.502
1140,-0.988,18.565,52.022,9.930,2.319,-9.896,0.165,0.645,-0.030,0.002,0.731,0.500,28.631,-81.803,50.805,48.055,27.621,0.502
1141,-0.837,19.175,52.001,9.895,2.470,-9.867,0.166,0.640,-0.003,0.002,0.731,0.500,28.631,-81.803,50.948,48.578,27.584,0.502
1142,-0.676,19.781,52.009,9.859,2.620,-9.835,0.168,0.636,0.023,0.002,0.731,0.500,28.631,-81.803,51.100,49.111,27.544,0.502
1143,-0.498,20.402,52.045,9.820,2.773,-9.799,0.170,0.633,0.048,0.002,0.731,0.500,28.631,-81.803,51.255,49.667,27.500,0.502
1144,-0.313,21.004,52.105,9.780,2.919,-9.762,0.173,0.632,0.070,0.002,0.731,0.500,28.631,-81.803,51.394,50.216,27.454,0.502
1145,-0.116,21.604,52.188,9.740,3.063,-9.722,0.176,0.631,0.089,0.002,0.731,0.500,28.631,-81.803,51.524,50.770,27.404,0.502
1146,0.104,22.239,52.299,9.695,3.214,-9.676,0.179,0.630,0.106,0.002,0.731,0.500,28.631,-81.803,51.654,51.363,27.349,0.502
1147,0.322,22.838,52.419,9.652,3.355,-9.630,0.182,0.630,0.118,0.002,0.731,0.500,28.631,-81.803,51.783,51.928,27.294,0.502
1148,0.549,23.436,52.552,9.608,3.493,-9.581,0.184,0.629,0.126,0.002,0.731,0.500,28.631,-81.803,51.929,52.497,27.235,0.502
1149,0.797,24.068,52.704,9.559,3.638,-9.527,0.187,0.629,0.133,0.002,0.731,0.500,28.631,-81.803,52.109,53.105,27.170,0.502
1150,1.039,24.664,52.856,9.512,3.772,-9.473,0.189,0.628,0.137,0.002,0.731,0.500,28.631,-81.803,52.307,53.685,27.106,0.502
1151,1.288,25.259,53.015,9.464,3.905,-9.416,0.191,0.628,0.141,0.002,0.731,0.500,28.631,-81.803,52.522,54.272,27.039,0.502
1152,1.550,25.869,53.186,9.414,4.040,-9.355,0.193,0.627,0.143,0.002,0.731,0.500,28.631,-81.803,52.753,54.882,26.966,0.502
1153,1.833,26.512,53.372,9.359,4.180,-9.288,0.195,0.625,0.144,0.002,0.731,0.500,28.631,-81.803,52.997,55.533,26.887,0.502
1154,2.098,27.101,53.548,9.307,4.306,-9.223,0.196,0.624,0.144,0.002,0.731,0.500,28.631,-81.803,53.214,56.138,26.810,0.502
1155,2.384,27.722,53.738,9.251,4.438,-9.153,0.198,0.622,0.144,0.002,0.731,0.500,28.631,-81.803,53.437,56.784,26.727,0.502
1156,2.683,28.358,53.937,9.192,4.570,-9.078,0.199,0.620,0.142,0.002,0.731,0.500,28.631,-81.803,53.667,57.455,26.638,0.502
1157,2.961,28.937,54.122,9.137,4.690,-9.006,0.200,0.615,0.140,0.002,0.723,0.500,28.631,-81.803,53.889,58.077,26.553,0.502
1158,3.250,29.523,54.314,9.079,4.811,-8.931,0.200,0.604,0.138,0.002,0.712,0.500,28.631,-81.803,54.138,58.723,26.463,0.502
1159,3.532,30.073,54.500,9.021,4.927,-8.855,0.199,0.583,0.136,0.002,0.681,0.500,28.631,-81.803,54.404,59.356,26.373,0.502
1160,3.814,30.591,54.686,8.963,5.040,-8.778,0.198,0.546,0.133,0.002,0.637,0.500,28.631,-81.803,54.698,59.993,26.280,0.502
1161,4.103,31.078,54.875,8.902,5.153,-8.696,0.196,0.496,0.131,0.002,0.595,0.500,28.631,-81.803,55.018,60.650,26.183,0.502
1162,4.390,31.508,55.060,8.842,5.260,-8.614,0.195,0.436,0.128,0.002,0.559,0.500,28.631,-81.803,55.350,61.304,26.083,0.502
1163,4.658,31.870,55.230,8.786,5.355,-8.537,0.192,0.394,0.126,0.002,0.559,0.500,28.631,-81.803,55.661,61.906,25.989,0.502
1164,4.945,32.231,55.413,8.726,5.449,-8.454,0.188,0.363,0.123,0.002,0.551,0.500,28.631,-81.803,55.993,62.541,25.884,0.502
1165,5.212,32.553,55.584,8.672,5.531,-8.376,0.184,0.347,0.121,0.002,0.551,0.500,28.631,-81.803,56.293,63.115,25.784,0.502
1166,5.469,32.855,55.749,8.620,5.604,-8.302,0.181,0.338,0.119,0.002,0.551,0.500,28.631,-81.803,56.577,63.653,25.687,0.502
1167,5.731,33.160,55.919,8.567,5.674,-8.225,0.178,0.334,0.117,0.002,0.551,0.500,28.631,-81.803,56.867,64.187,25.585,0.502
1168,5.991,33.464,56.089,8.516,5.738,-8.149,0.175,0.333,0.116,0.002,0.551,0.500,28.631,-81.803,57.164,64.704,25.483,0.502
1169,6.251,33.769,56.260,8.466,5.798,-8.073,0.173,0.335,0.115,0.002,0.551,0.500,28.631,-81.803,57.475,65.204,25.380,0.502
1170,6.510,34.077,56.432,8.416,5.854,-7.998,0.171,0.339,0.113,0.002,0.551,0.500,28.631,-81.803,57.807,65.691,25.275,0.502
1171,6.769,34.389,56.606,8.367,5.907,-7.923,0.169,0.344,0.113,0.002,0.551,0.500,28.631,-81.803,58.160,66.165,25.170,0.502
1172,7.028,34.705,56.783,8.318,5.956,-7.847,0.167,0.349,0.112,0.002,0.551,0.500,28.631,-81.803,58.529,66.630,25.064,0.502
1173,7.287,35.025,56.962,8.270,6.003,-7.772,0.165,0.354,0.111,0.002,0.551,0.500,28.631,-81.803,58.903,67.086,24.956,0.502
1174,7.540,35.339,57.138,8.223,6.047,-7.698,0.164,0.359,0.111,0.002,0.551,0.500,28.631,-81.803,59.262,67.522,24.851,0.502
1175,7.794,35.656,57.318,8.176,6.088,-7.624,0.162,0.363,0.111,0.002,0.551,0.500,28.631,-81.803,59.610,67.952,24.744,0.502
1176,8.058,35.986,57.506,8.128,6.129,-7.548,0.161,0.366,0.112,0.002,0.551,0.500,28.631,-81.803,59.948,68.391,24.634,0.502
1177,8.323,36.317,57.698,8.080,6.167,-7.471,0.159,0.368,0.112,0.002,0.551,0.500,28.631,-81.803,60.266,68.826,24.522,0.502
1178,8.538,36.650,57.893,8.032,6.204,-7.394,0.091,0.371,0.113,-0.127,0.551,0.500,28.631,-81.803,60.567,69.257,24.409,0.502
1179,8.679,36.984,58.096,7.984,6.240,-7.316,0.003,0.373,0.117,-0.238,0.551,0.500,28.631,-81.803,60.862,69.684,24.295,0.502
1180,8.815,37.308,58.303,7.937,6.272,-7.241,0.014,0.374,0.126,-0.131,0.551,0.500,28.631,-81.803,61.153,70.098,24.183,0.502
1181,8.963,37.631,58.522,7.890,6.303,-7.166,0.017,0.375,0.133,-0.137,0.551,0.500,28.631,-81.803,61.456,70.512,24.070,0.502
1182,9.121,37.953,58.751,7.843,6.332,-7.090,0.019,0.375,0.140,-0.137,0.551,0.500,28.631,-81.803,61.780,70.926,23.957,0.502
1183,9.303,38.302,59.012,7.792,6.363,-7.008,0.021,0.375,0.148,-0.137,0.551,0.500,28.631,-81.803,62.158,71.378,23.832,0.502
1184,9.486,38.640,59.276,7.742,6.390,-6.928,0.019,0.375,0.154,-0.144,0.551,0.500,28.631,-81.803,62.547,71.818,23.709,0.502
1185,9.653,38.956,59.534,7.694,6.415,-6.852,0.003,0.373,0.159,-0.179,0.551,0.500,28.631,-81.803,62.923,72.233,23.593,0.502
1186,9.809,39.269,59.801,7.647,6.438,-6.777,-0.017,0.371,0.165,-0.207,0.551,0.500,28.631,-81.803,63.299,72.650,23.475,0.502
1187,9.959,39.578,60.077,7.599,6.460,-6.701,-0.030,0.369,0.172,-0.217,0.551,0.500,28.631,-81.803,63.664,73.067,23.356,0.502
1188,10.113,39.889,60.371,7.550,6.481,-6.623,-0.036,0.361,0.178,-0.217,0.541,0.500,28.631,-81.803,64.020,73.499,23.233,0.502
1189,10.266,40.182,60.664,7.502,6.499,-6.547,-0.038,0.354,0.184,-0.217,0.541,0.500,28.631,-81.803,64.341,73.920,23.113,0.502
1190,10.426,40.468,60.964,7.454,6.516,-6.471,-0.037,0.347,0.190,-0.217,0.541,0.500,28.631,-81.803,64.639,74.340,22.992,0.502
1191,10.602,40.760,61.290,7.404,6.532,-6.392,-0.036,0.337,0.195,-0.217,0.531,0.500,28.631,-81.803,64.936,74.785,22.862,0.502
1192,10.783,41.032,61.619,7.353,6.547,-6.312,-0.034,0.314,0.199,-0.217,0.501,0.500,28.631,-81.803,65.224,75.233,22.732,0.502
1193,10.955,41.191,61.918,7.300,6.566,-6.231,-0.024,0.176,0.202,-0.190,0.218,0.500,28.631,-81.803,65.508,75.695,22.604,0.502
1194,11.124,41.233,62.192,7.250,6.578,-6.153,-0.009,0.058,0.204,-0.167,0.193,0.500,28.631,-81.803,65.809,76.156,22.476,0.502
1195,11.290,41.176,62.441,7.204,6.583,-6.079,0.005,-0.045,0.205,-0.150,0.168,0.500,28.631,-81.803,66.133,76.573,22.349,0.502
1196,11.452,41.038,62.667,7.163,6.579,-6.010,0.016,-0.126,0.204,-0.136,0.158,0.500,28.631,-81.803,66.486,76.939,22.223,0.502
1197,11.572,40.838,62.873,7.126,6.566,-5.946,-0.025,-0.186,0.202,-0.246,0.158,0.500,28.631,-81.803,66.863,77.246,22.098,0.502
1198,11.664,40.593,63.065,7.094,6.545,-5.886,-0.038,-0.232,0.201,-0.221,0.148,0.500,28.631,-81.803,67.260,77.494,21.975,0.502
1199,11.747,40.325,63.241,7.066,6.517,-5.832,-0.033,-0.262,0.200,-0.187,0.148,0.500,28.631,-81.803,67.653,77.680,21.857,0.502
1200,11.837,40.027,63.413,7.042,6.482,-5.781,-0.019,-0.282,0.199,-0.156,0.144,0.500,28.631,-81.803,68.056,77.820,21.736,0.502
1201,11.934,39.725,63.571,7.023,6.442,-5.735,-0.002,-0.296,0.196,-0.127,0.134,0.500,28.631,-81.803,68.432,77.909,21.621,0.502
1202,12.070,39.438,63.736,7.007,6.393,-5.693,0.041,-0.258,0.192,-0.042,0.242,0.500,28.631,-81.803,68.795,77.947,21.504,0.502
1203,12.229,39.173,63.899,6.993,6.342,-5.652,0.063,-0.240,0.187,-0.041,0.199,0.500,28.631,-81.803,69.130,77.948,21.388,0.502
1204,12.407,38.907,64.059,6.980,6.288,-5.610,0.084,-0.238,0.180,-0.014,0.160,0.500,28.631,-81.803,69.443,77.933,21.271,0.502
1205,12.585,38.622,64.198,6.968,6.236,-5.571,0.098,-0.276,0.174,-0.000,0.062,0.500,28.631,-81.803,69.725,77.909,21.158,0.502
1206,12.762,38.298,64.321,6.959,6.178,-5.532,0.104,-0.309,0.167,-0.000,0.055,0.500,28.631,-81.803,69.998,77.867,21.043,0.502
1207,12.921,37.965,64.421,6.951,6.121,-5.497,0.105,-0.339,0.161,-0.000,0.037,0.500,28.631,-81.803,70.255,77.800,20.937,0.502
1208,13.073,37.594,64.507,6.946,6.060,-5.463,0.104,-0.372,0.155,-0.000,0.013,0.500,28.631,-81.803,70.525,77.707,20.829,0.502
1209,13.212,37.195,64.576,6.943,5.995,-5.432,0.101,-0.402,0.150,-0.000,-0.000,0.500,28.631,-81.803,70.814,77.587,20.722,0.502
1210,13.339,36.775,64.631,6.942,5.927,-5.402,0.098,-0.424,0.146,-0.000,-0.000,0.500,28.631,-81.803,71.127,77.440,20.618,0.502
1211,13.457,36.340,64.676,6.944,5.855,-5.375,0.094,-0.439,0.142,-0.000,-0.000,0.500,28.631,-81.803,71.464,77.265,20.516,0.502
1212,13.563,35.908,64.712,6.947,5.783,-5.351,0.091,-0.449,0.139,-0.000,-0.000,0.500,28.631,-81.803,71.812,77.072,20.419,0.502
1213,13.665,35.458,64.743,6.953,5.706,-5.328,0.087,-0.456,0.136,-0.000,-0.000,0.500,28.631,-81.803,72.183,76.852,20.321,0.502
1214,13.766,34.977,64.770,6.960,5.622,-5.305,0.084,-0.459,0.134,-0.000,-0.000,0.500,28.631,-81.803,72.579,76.599,20.219,0.502
1215,13.855,34.535,64.792,6.968,5.543,-5.286,0.081,-0.460,0.133,-0.000,-0.000,0.500,28.631,-81.803,72.935,76.351,20.128,0.502
1216,13.939,34.093,64.813,6.978,5.463,-5.267,0.078,-0.460,0.133,-0.000,-0.000,0.500,28.631,-81.803,73.274,76.089,20.039,0.502
1217,14.023,33.639,64.833,6.989,5.379,-5.250,0.075,-0.458,0.133,-0.000,-0.000,0.500,28.631,-81.803,73.598,75.807,19.950,0.502
1218,14.102,33.200,64.854,7.001,5.296,-5.234,0.072,-0.456,0.134,-0.000,-0.000,0.500,28.631,-81.803,73.887,75.523,19.866,0.502
1219,14.179,32.762,64.876,7.013,5.212,-5.218,0.070,-0.454,0.135,-0.000,-0.000,0.500,28.631,-81.803,74.150,75.231,19.784,0.502
1220,14.256,32.330,64.901,7.027,5.128,-5.204,0.068,-0.446,0.138,-0.000,0.015,0.500,28.631,-81.803,74.394,74.931,19.704,0.502
1221,14.335,31.913,64.933,7.042,5.042,-5.190,0.067,-0.425,0.141,-0.000,0.052,0.500,28.631,-81.803,74.625,74.622,19.627,0.502
1222,14.424,31.521,64.981,7.058,4.952,-5.178,0.067,-0.377,0.144,-0.000,0.131,0.500,28.631,-81.803,74.858,74.295,19.550,0.502
1223,14.523,31.162,65.047,7.075,4.861,-5.165,0.066,-0.331,0.149,-0.000,0.147,0.500,28.631,-81.803,75.102,73.955,19.473,0.502
1224,14.623,30.846,65.125,7.091,4.775,-5.151,0.061,-0.295,0.153,-0.015,0.147,0.500,28.631,-81.803,75.348,73.633,19.401,0.502
1225,14.726,30.556,65.217,7.107,4.691,-5.136,0.058,-0.267,0.158,-0.015,0.147,0.500,28.631,-81.803,75.607,73.321,19.331,0.502
1226,14.821,30.293,65.316,7.122,4.612,-5.121,0.045,-0.248,0.164,-0.051,0.147,0.500,28.631,-81.803,75.869,73.029,19.265,0.502
1227,14.918,30.027,65.433,7.137,4.531,-5.104,0.038,-0.233,0.171,-0.051,0.147,0.500,28.631,-81.803,76.154,72.730,19.196,0.502
1228,15.015,29.770,65.559,7.153,4.452,-5.085,0.034,-0.223,0.178,-0.051,0.147,0.500,28.631,-81.803,76.439,72.443,19.130,0.502
1229,15.111,29.523,65.691,7.167,4.378,-5.067,0.032,-0.218,0.185,-0.054,0.147,0.500,28.631,-81.803,76.709,72.173,19.067,0.502
1230,15.179,29.273,65.830,7.182,4.307,-5.047,-0.009,-0.221,0.193,-0.178,0.134,0.500,28.631,-81.803,76.966,71.912,19.006,0.502
1231,15.234,29.018,65.976,7.196,4.236,-5.027,-0.019,-0.225,0.202,-0.138,0.134,0.500,28.631,-81.803,77.209,71.657,18.947,0.502
1232,15.282,28.755,66.130,7.211,4.168,-5.007,-0.030,-0.231,0.212,-0.156,0.134,0.500,28.631,-81.803,77.436,71.407,18.890,0.502
1233,15.322,28.492,66.286,7.225,4.102,-4.986,-0.040,-0.237,0.221,-0.169,0.134,0.500,28.631,-81.803,77.648,71.168,18.836,0.502
1234,15.358,28.221,66.450,7.240,4.038,-4.966,-0.048,-0.244,0.231,-0.180,0.134,0.500,28.631,-81.803,77.852,70.931,18.785,0.502
1235,15.394,27.915,66.637,7.257,3.968,-4.943,-0.053,-0.251,0.241,-0.184,0.134,0.500,28.631,-81.803,78.075,70.676,18.730,0.502
1236,15.425,27.617,66.821,7.273,3.903,-4.922,-0.058,-0.258,0.251,-0.195,0.134,0.500,28.631,-81.803,78.290,70.437,18.680,0.502
1237,15.455,27.310,67.013,7.289,3.838,-4.900,-0.063,-0.265,0.261,-0.204,0.134,0.500,28.631,-81.803,78.513,70.201,18.632,0.502
1238,15.479,26.994,67.212,7.306,3.774,-4.879,-0.072,-0.272,0.270,-0.227,0.134,0.500,28.631,-81.803,78.741,69.967,18.585,0.502
1239,15.433,26.671,67.418,7.323,3.709,-4.857,-0.167,-0.277,0.279,-0.547,0.134,0.500,28.631,-81.803,78.969,69.736,18.540,0.502
1240,15.321,26.340,67.633,7.340,3.645,-4.835,-0.234,-0.283,0.291,-0.595,0.134,0.500,28.631,-81.803,79.191,69.505,18.496,0.502
1241,15.175,26.012,67.852,7.358,3.582,-4.814,-0.271,-0.288,0.303,-0.595,0.134,0.500,28.631,-81.803,79.394,69.281,18.456,0.502
1242,15.011,25.677,68.083,7.376,3.520,-4.793,-0.292,-0.292,0.315,-0.595,0.134,0.500,28.631,-81.803,79.576,69.055,18.418,0.502
1243,14.837,25.337,68.325,7.395,3.457,-4.773,-0.303,-0.296,0.327,-0.595,0.134,0.500,28.631,-81.803,79.736,68.830,18.382,0.502
1244,14.656,24.980,68.586,7.415,3.392,-4.752,-0.309,-0.300,0.339,-0.595,0.134,0.500,28.631,-81.803,79.878,68.597,18.346,0.502
1245,14.464,24.596,68.874,7.437,3.323,-4.731,-0.311,-0.304,0.350,-0.595,0.134,0.500,28.631,-81.803,80.008,68.353,18.311,0.502
1246,14.286,24.229,69.155,7.459,3.258,-4.711,-0.310,-0.307,0.359,-0.595,0.134,0.500,28.631,-81.803,80.119,68.123,18.280,0.502
1247,14.117,23.870,69.436,7.480,3.194,-4.691,-0.308,-0.309,0.368,-0.595,0.134,0.500,28.631,-81.803,80.229,67.901,18.252,0.502
1248,13.946,23.496,69.733,7.503,3.129,-4.672,-0.305,-0.312,0.375,-0.595,0.134,0.500,28.631,-81.803,80.354,67.672,18.225,0.502
1249,13.783,23.131,70.028,7.525,3.065,-4.653,-0.302,-0.314,0.381,-0.595,0.134,0.500,28.631,-81.803,80.494,67.451,18.201,0.502
1250,13.629,22.774,70.318,7.547,3.003,-4.634,-0.298,-0.316,0.386,-0.595,0.134,0.500,28.631,-81.803,80.651,67.238,18.179,0.502
1251,13.468,22.394,70.630,7.571,2.938,-4.615,-0.294,-0.318,0.389,-0.595,0.134,0.500,28.631,-81.803,80.840,67.016,18.157,0.502
1252,13.311,22.011,70.944,7.596,2.872,-4.596,-0.290,-0.320,0.392,-0.595,0.134,0.500,28.631,-81.803,81.043,66.796,18.137,0.502
1253,13.156,21.628,71.261,7.621,2.806,-4.576,-0.286,-0.322,0.394,-0.595,0.134,0.500,28.631,-81.803,81.252,66.579,18.119,0.502
1254,13.002,21.243,71.578,7.646,2.740,-4.557,-0.283,-0.324,0.394,-0.595,0.134,0.500,28.631,-81.803,81.453,66.362,18.104,0.502
1255,12.855,20.869,71.885,7.672,2.676,-4.538,-0.279,-0.326,0.394,-0.595,0.134,0.500,28.631,-81.803,81.630,66.152,18.090,0.502
1256,12.708,20.494,72.191,7.697,2.612,-4.519,-0.276,-0.327,0.392,-0.595,0.134,0.500,28.631,-81.803,81.783,65.944,18.079,0.502
1257,12.561,20.118,72.495,7.723,2.549,-4.501,-0.272,-0.329,0.390,-0.595,0.134,0.500,28.631,-81.803,81.907,65.737,18.069,0.502
1258,12.409,19.731,72.806,7.751,2.483,-4.481,-0.271,-0.331,0.387,-0.603,0.134,0.500,28.631,-81.803,82.011,65.526,18.060,0.502
1259,12.263,19.367,73.094,7.777,2.421,-4.463,-0.272,-0.333,0.383,-0.614,0.134,0.500,28.631,-81.803,82.092,65.330,18.054,0.502
1260,12.099,18.980,73.397,7.806,2.356,-4.444,-0.278,-0.334,0.378,-0.641,0.134,0.500,28.631,-81.803,82.170,65.121,18.050,0.502
1261,11.939,18.616,73.677,7.833,2.294,-4.426,-0.281,-0.336,0.374,-0.641,0.134,0.500,28.631,-81.803,82.246,64.923,18.048,0.502
1262,11.769,18.241,73.961,7.862,2.231,-4.407,-0.282,-0.338,0.368,-0.641,0.134,0.500,28.631,-81.803,82.335,64.719,18.048,0.502
1263,11.596,17.867,74.240,7.891,2.167,-4.389,-0.282,-0.339,0.362,-0.641,0.134,0.500,28.631,-81.803,82.439,64.515,18.050,0.502
1264,11.414,17.481,74.521,7.921,2.102,-4.370,-0.281,-0.341,0.356,-0.641,0.134,0.500,28.631,-81.803,82.559,64.304,18.054,0.502
1265,11.229,17.096,74.797,7.952,2.037,-4.351,-0.280,-0.342,0.349,-0.641,0.134,0.500,28.631,-81.803,82.688,64.095,18.060,0.502
1266,11.042,16.712,75.065,7.984,1.972,-4.332,-0.279,-0.344,0.341,-0.641,0.134,0.500,28.631,-81.803,82.814,63.888,18.068,0.502
1267,10.864,16.352,75.311,8.014,1.911,-4.315,-0.278,-0.345,0.334,-0.641,0.134,0.500,28.631,-81.803,82.924,63.694,18.077,0.502
1268,10.672,15.969,75.565,8.046,1.846,-4.296,-0.276,-0.347,0.325,-0.641,0.134,0.500,28.631,-81.803,83.023,63.491,18.089,0.502
1269,10.483,15.599,75.804,8.077,1.783,-4.278,-0.275,-0.348,0.317,-0.641,0.134,0.500,28.631,-81.803,83.099,63.295,18.102,0.502
1270,10.294,15.230,76.036,8.109,1.721,-4.260,-0.271,-0.350,0.308,-0.625,0.134,0.500,28.631,-81.803,83.161,63.099,18.117,0.502
1271,10.099,14.853,76.267,8.142,1.656,-4.242,-0.268,-0.347,0.299,-0.625,0.145,0.500,28.631,-81.803,83.216,62.898,18.134,0.502
1272,9.903,14.481,76.491,8.176,1.591,-4.224,-0.266,-0.346,0.290,-0.625,0.145,0.500,28.631,-81.803,83.273,62.696,18.153,0.502
